areaCode,areaName,areaType,date,cumPeopleVaccinatedCompleteByVaccinationDate
E10000027,Somerset,utla,2021-09-26,412264
E10000032,West Sussex,utla,2021-09-26,622600
S12000027,Shetland Islands,utla,2021-09-26,16737
S12000033,Aberdeen City,utla,2021-09-26,148658
S12000048,Perth and Kinross,utla,2021-09-26,110980
E06000007,Warrington,utla,2021-09-25,144428
E06000020,Telford and Wrekin,utla,2021-09-25,118248
E06000035,Medway,utla,2021-09-25,174000
E06000057,Northumberland,utla,2021-09-25,238438
E08000013,St. Helens,utla,2021-09-25,123181
E09000010,Enfield,utla,2021-09-25,183576
E09000021,Kingston upon Thames,utla,2021-09-25,112412
E10000003,Cambridgeshire,utla,2021-09-25,474411
E10000025,Oxfordshire,utla,2021-09-25,506926
E10000027,Somerset,utla,2021-09-25,412016
E10000032,West Sussex,utla,2021-09-25,622272
S12000027,Shetland Islands,utla,2021-09-25,16737
S12000033,Aberdeen City,utla,2021-09-25,148552
S12000048,Perth and Kinross,utla,2021-09-25,110932
E06000007,Warrington,utla,2021-09-24,144218
E06000020,Telford and Wrekin,utla,2021-09-24,118027
E06000035,Medway,utla,2021-09-24,173738
E06000057,Northumberland,utla,2021-09-24,238194
E08000013,St. Helens,utla,2021-09-24,122999
E09000010,Enfield,utla,2021-09-24,183372
E09000021,Kingston upon Thames,utla,2021-09-24,112264
E10000003,Cambridgeshire,utla,2021-09-24,473852
E10000025,Oxfordshire,utla,2021-09-24,506736
E10000027,Somerset,utla,2021-09-24,411766
E10000032,West Sussex,utla,2021-09-24,621369
S12000027,Shetland Islands,utla,2021-09-24,16707
S12000033,Aberdeen City,utla,2021-09-24,148449
S12000048,Perth and Kinross,utla,2021-09-24,110869
E06000007,Warrington,utla,2021-09-23,144113
E06000020,Telford and Wrekin,utla,2021-09-23,117882
E06000035,Medway,utla,2021-09-23,173387
E06000057,Northumberland,utla,2021-09-23,238104
E08000013,St. Helens,utla,2021-09-23,122858
E09000010,Enfield,utla,2021-09-23,183191
E09000021,Kingston upon Thames,utla,2021-09-23,112149
E10000003,Cambridgeshire,utla,2021-09-23,473312
E10000025,Oxfordshire,utla,2021-09-23,505969
E10000027,Somerset,utla,2021-09-23,411406
E10000032,West Sussex,utla,2021-09-23,620882
S12000027,Shetland Islands,utla,2021-09-23,16707
S12000033,Aberdeen City,utla,2021-09-23,148320
S12000048,Perth and Kinross,utla,2021-09-23,110807
E06000007,Warrington,utla,2021-09-22,143997
E06000020,Telford and Wrekin,utla,2021-09-22,117764
E06000035,Medway,utla,2021-09-22,173326
E06000057,Northumberland,utla,2021-09-22,237928
E08000013,St. Helens,utla,2021-09-22,122767
E09000010,Enfield,utla,2021-09-22,182992
E09000021,Kingston upon Thames,utla,2021-09-22,112038
E10000003,Cambridgeshire,utla,2021-09-22,472801
E10000025,Oxfordshire,utla,2021-09-22,505409
E10000027,Somerset,utla,2021-09-22,410921
E10000032,West Sussex,utla,2021-09-22,620150
S12000027,Shetland Islands,utla,2021-09-22,16707
S12000033,Aberdeen City,utla,2021-09-22,148181
S12000048,Perth and Kinross,utla,2021-09-22,110732
E06000007,Warrington,utla,2021-09-21,143812
E06000020,Telford and Wrekin,utla,2021-09-21,117545
E06000035,Medway,utla,2021-09-21,173249
E06000057,Northumberland,utla,2021-09-21,237772
E08000013,St. Helens,utla,2021-09-21,122709
E09000010,Enfield,utla,2021-09-21,182889
E09000021,Kingston upon Thames,utla,2021-09-21,111875
E10000003,Cambridgeshire,utla,2021-09-21,472162
E10000025,Oxfordshire,utla,2021-09-21,504524
E10000027,Somerset,utla,2021-09-21,410598
E10000032,West Sussex,utla,2021-09-21,619427
S12000027,Shetland Islands,utla,2021-09-21,16705
S12000033,Aberdeen City,utla,2021-09-21,148035
S12000048,Perth and Kinross,utla,2021-09-21,110681
E06000007,Warrington,utla,2021-09-20,143422
E06000020,Telford and Wrekin,utla,2021-09-20,117399
E06000035,Medway,utla,2021-09-20,173165
E06000057,Northumberland,utla,2021-09-20,237680
E08000013,St. Helens,utla,2021-09-20,122683
E09000010,Enfield,utla,2021-09-20,182663
E09000021,Kingston upon Thames,utla,2021-09-20,111738
E10000003,Cambridgeshire,utla,2021-09-20,471630
E10000025,Oxfordshire,utla,2021-09-20,503778
E10000027,Somerset,utla,2021-09-20,410143
E10000032,West Sussex,utla,2021-09-20,619153
S12000027,Shetland Islands,utla,2021-09-20,16705
S12000033,Aberdeen City,utla,2021-09-20,147884
S12000048,Perth and Kinross,utla,2021-09-20,110606
E06000007,Warrington,utla,2021-09-19,143128
E06000020,Telford and Wrekin,utla,2021-09-19,117242
E06000035,Medway,utla,2021-09-19,172966
E06000057,Northumberland,utla,2021-09-19,237592
E08000013,St. Helens,utla,2021-09-19,122660
E09000010,Enfield,utla,2021-09-19,182499
E09000021,Kingston upon Thames,utla,2021-09-19,111640
E10000003,Cambridgeshire,utla,2021-09-19,470995
E10000025,Oxfordshire,utla,2021-09-19,502877
E10000027,Somerset,utla,2021-09-19,409727
E10000032,West Sussex,utla,2021-09-19,618655
S12000027,Shetland Islands,utla,2021-09-19,16705
S12000033,Aberdeen City,utla,2021-09-19,147722
S12000048,Perth and Kinross,utla,2021-09-19,110498
E06000007,Warrington,utla,2021-09-18,143112
E06000020,Telford and Wrekin,utla,2021-09-18,117214
E06000035,Medway,utla,2021-09-18,172886
E06000057,Northumberland,utla,2021-09-18,237418
E08000013,St. Helens,utla,2021-09-18,122654
E09000010,Enfield,utla,2021-09-18,182423
E09000021,Kingston upon Thames,utla,2021-09-18,111597
E10000003,Cambridgeshire,utla,2021-09-18,470527
E10000025,Oxfordshire,utla,2021-09-18,502379
E10000027,Somerset,utla,2021-09-18,409487
E10000032,West Sussex,utla,2021-09-18,618078
S12000027,Shetland Islands,utla,2021-09-18,16703
S12000033,Aberdeen City,utla,2021-09-18,147547
S12000048,Perth and Kinross,utla,2021-09-18,110433
E06000007,Warrington,utla,2021-09-17,142916
E06000020,Telford and Wrekin,utla,2021-09-17,117012
E06000035,Medway,utla,2021-09-17,172404
E06000057,Northumberland,utla,2021-09-17,237197
E08000013,St. Helens,utla,2021-09-17,122302
E09000010,Enfield,utla,2021-09-17,182232
E09000021,Kingston upon Thames,utla,2021-09-17,111455
E10000003,Cambridgeshire,utla,2021-09-17,469783
E10000025,Oxfordshire,utla,2021-09-17,501504
E10000027,Somerset,utla,2021-09-17,409019
E10000032,West Sussex,utla,2021-09-17,616636
S12000027,Shetland Islands,utla,2021-09-17,16619
S12000033,Aberdeen City,utla,2021-09-17,147312
S12000048,Perth and Kinross,utla,2021-09-17,110373
E06000007,Warrington,utla,2021-09-16,142875
E06000020,Telford and Wrekin,utla,2021-09-16,116767
E06000035,Medway,utla,2021-09-16,172023
E06000057,Northumberland,utla,2021-09-16,237059
E08000013,St. Helens,utla,2021-09-16,122277
E09000010,Enfield,utla,2021-09-16,181981
E09000021,Kingston upon Thames,utla,2021-09-16,111335
E10000003,Cambridgeshire,utla,2021-09-16,469118
E10000025,Oxfordshire,utla,2021-09-16,500565
E10000027,Somerset,utla,2021-09-16,408493
E10000032,West Sussex,utla,2021-09-16,615819
S12000027,Shetland Islands,utla,2021-09-16,16619
S12000033,Aberdeen City,utla,2021-09-16,147073
S12000048,Perth and Kinross,utla,2021-09-16,110276
E06000007,Warrington,utla,2021-09-15,142816
E06000020,Telford and Wrekin,utla,2021-09-15,116525
E06000035,Medway,utla,2021-09-15,171759
E06000057,Northumberland,utla,2021-09-15,236853
E08000013,St. Helens,utla,2021-09-15,122243
E09000010,Enfield,utla,2021-09-15,181745
E09000021,Kingston upon Thames,utla,2021-09-15,111148
E10000003,Cambridgeshire,utla,2021-09-15,468584
E10000025,Oxfordshire,utla,2021-09-15,499794
E10000027,Somerset,utla,2021-09-15,407984
E10000032,West Sussex,utla,2021-09-15,614994
S12000027,Shetland Islands,utla,2021-09-15,16618
S12000033,Aberdeen City,utla,2021-09-15,146888
S12000048,Perth and Kinross,utla,2021-09-15,110165
E06000007,Warrington,utla,2021-09-14,142724
E06000020,Telford and Wrekin,utla,2021-09-14,116163
E06000035,Medway,utla,2021-09-14,171579
E06000057,Northumberland,utla,2021-09-14,236659
E08000013,St. Helens,utla,2021-09-14,122214
E09000010,Enfield,utla,2021-09-14,181632
E09000021,Kingston upon Thames,utla,2021-09-14,110973
E10000003,Cambridgeshire,utla,2021-09-14,467915
E10000025,Oxfordshire,utla,2021-09-14,498851
E10000027,Somerset,utla,2021-09-14,407195
E10000032,West Sussex,utla,2021-09-14,613984
S12000027,Shetland Islands,utla,2021-09-14,16617
S12000033,Aberdeen City,utla,2021-09-14,146672
S12000048,Perth and Kinross,utla,2021-09-14,110056
E06000007,Warrington,utla,2021-09-13,142605
E06000020,Telford and Wrekin,utla,2021-09-13,115927
E06000035,Medway,utla,2021-09-13,171320
E06000057,Northumberland,utla,2021-09-13,236414
E08000013,St. Helens,utla,2021-09-13,121977
E09000010,Enfield,utla,2021-09-13,181387
E09000021,Kingston upon Thames,utla,2021-09-13,110859
E10000003,Cambridgeshire,utla,2021-09-13,467148
E10000025,Oxfordshire,utla,2021-09-13,497636
E10000027,Somerset,utla,2021-09-13,406650
E10000032,West Sussex,utla,2021-09-13,613485
S12000027,Shetland Islands,utla,2021-09-13,16614
S12000033,Aberdeen City,utla,2021-09-13,146366
S12000048,Perth and Kinross,utla,2021-09-13,109965
E06000007,Warrington,utla,2021-09-12,142374
E06000020,Telford and Wrekin,utla,2021-09-12,115533
E06000035,Medway,utla,2021-09-12,171220
E06000057,Northumberland,utla,2021-09-12,236122
E08000013,St. Helens,utla,2021-09-12,121643
E09000010,Enfield,utla,2021-09-12,181212
E09000021,Kingston upon Thames,utla,2021-09-12,110748
E10000003,Cambridgeshire,utla,2021-09-12,466271
E10000025,Oxfordshire,utla,2021-09-12,496319
E10000027,Somerset,utla,2021-09-12,405912
E10000032,West Sussex,utla,2021-09-12,612997
S12000027,Shetland Islands,utla,2021-09-12,16608
S12000033,Aberdeen City,utla,2021-09-12,146064
S12000048,Perth and Kinross,utla,2021-09-12,109884
E06000007,Warrington,utla,2021-09-11,142342
E06000020,Telford and Wrekin,utla,2021-09-11,115515
E06000035,Medway,utla,2021-09-11,171086
E06000057,Northumberland,utla,2021-09-11,235938
E08000013,St. Helens,utla,2021-09-11,121631
E09000010,Enfield,utla,2021-09-11,181053
E09000021,Kingston upon Thames,utla,2021-09-11,110683
E10000003,Cambridgeshire,utla,2021-09-11,465387
E10000025,Oxfordshire,utla,2021-09-11,495391
E10000027,Somerset,utla,2021-09-11,405268
E10000032,West Sussex,utla,2021-09-11,612392
S12000027,Shetland Islands,utla,2021-09-11,16608
S12000033,Aberdeen City,utla,2021-09-11,146045
S12000048,Perth and Kinross,utla,2021-09-11,109605
E06000007,Warrington,utla,2021-09-10,142256
E06000020,Telford and Wrekin,utla,2021-09-10,115262
E06000035,Medway,utla,2021-09-10,170507
E06000057,Northumberland,utla,2021-09-10,235694
E08000013,St. Helens,utla,2021-09-10,121608
E09000010,Enfield,utla,2021-09-10,180707
E09000021,Kingston upon Thames,utla,2021-09-10,110425
E10000003,Cambridgeshire,utla,2021-09-10,463828
E10000025,Oxfordshire,utla,2021-09-10,494818
E10000027,Somerset,utla,2021-09-10,404617
E10000032,West Sussex,utla,2021-09-10,610001
S12000027,Shetland Islands,utla,2021-09-10,16608
S12000033,Aberdeen City,utla,2021-09-10,146019
S12000048,Perth and Kinross,utla,2021-09-10,109323
E06000007,Warrington,utla,2021-09-09,141827
E06000020,Telford and Wrekin,utla,2021-09-09,114959
E06000035,Medway,utla,2021-09-09,169600
E06000057,Northumberland,utla,2021-09-09,235400
E08000013,St. Helens,utla,2021-09-09,121246
E09000010,Enfield,utla,2021-09-09,180331
E09000021,Kingston upon Thames,utla,2021-09-09,110202
E10000003,Cambridgeshire,utla,2021-09-09,462469
E10000025,Oxfordshire,utla,2021-09-09,493539
E10000027,Somerset,utla,2021-09-09,403625
E10000032,West Sussex,utla,2021-09-09,608961
S12000027,Shetland Islands,utla,2021-09-09,16608
S12000033,Aberdeen City,utla,2021-09-09,145900
S12000048,Perth and Kinross,utla,2021-09-09,109157
E06000007,Warrington,utla,2021-09-08,141463
E06000020,Telford and Wrekin,utla,2021-09-08,114390
E06000035,Medway,utla,2021-09-08,169354
E06000057,Northumberland,utla,2021-09-08,235029
E08000013,St. Helens,utla,2021-09-08,120763
E09000010,Enfield,utla,2021-09-08,180063
E09000021,Kingston upon Thames,utla,2021-09-08,110015
E10000003,Cambridgeshire,utla,2021-09-08,461042
E10000025,Oxfordshire,utla,2021-09-08,492427
E10000027,Somerset,utla,2021-09-08,402388
E10000032,West Sussex,utla,2021-09-08,607878
S12000027,Shetland Islands,utla,2021-09-08,16607
S12000033,Aberdeen City,utla,2021-09-08,145808
S12000048,Perth and Kinross,utla,2021-09-08,109000
E06000007,Warrington,utla,2021-09-07,140964
E06000020,Telford and Wrekin,utla,2021-09-07,114261
E06000035,Medway,utla,2021-09-07,169163
E06000057,Northumberland,utla,2021-09-07,234756
E08000013,St. Helens,utla,2021-09-07,120219
E09000010,Enfield,utla,2021-09-07,179861
E09000021,Kingston upon Thames,utla,2021-09-07,109833
E10000003,Cambridgeshire,utla,2021-09-07,459895
E10000025,Oxfordshire,utla,2021-09-07,491167
E10000027,Somerset,utla,2021-09-07,401118
E10000032,West Sussex,utla,2021-09-07,606489
S12000027,Shetland Islands,utla,2021-09-07,16607
S12000033,Aberdeen City,utla,2021-09-07,145586
S12000048,Perth and Kinross,utla,2021-09-07,108826
E06000007,Warrington,utla,2021-09-06,140652
E06000020,Telford and Wrekin,utla,2021-09-06,113882
E06000035,Medway,utla,2021-09-06,168658
E06000057,Northumberland,utla,2021-09-06,234574
E08000013,St. Helens,utla,2021-09-06,119746
E09000010,Enfield,utla,2021-09-06,179536
E09000021,Kingston upon Thames,utla,2021-09-06,109629
E10000003,Cambridgeshire,utla,2021-09-06,458655
E10000025,Oxfordshire,utla,2021-09-06,489880
E10000027,Somerset,utla,2021-09-06,400218
E10000032,West Sussex,utla,2021-09-06,605933
S12000027,Shetland Islands,utla,2021-09-06,16607
S12000033,Aberdeen City,utla,2021-09-06,145339
S12000048,Perth and Kinross,utla,2021-09-06,108560
E06000007,Warrington,utla,2021-09-05,140429
E06000020,Telford and Wrekin,utla,2021-09-05,113549
E06000035,Medway,utla,2021-09-05,168508
E06000057,Northumberland,utla,2021-09-05,234449
E08000013,St. Helens,utla,2021-09-05,119216
E09000010,Enfield,utla,2021-09-05,179355
E09000021,Kingston upon Thames,utla,2021-09-05,109462
E10000003,Cambridgeshire,utla,2021-09-05,457525
E10000025,Oxfordshire,utla,2021-09-05,488376
E10000027,Somerset,utla,2021-09-05,399565
E10000032,West Sussex,utla,2021-09-05,605267
S12000027,Shetland Islands,utla,2021-09-05,16607
S12000033,Aberdeen City,utla,2021-09-05,145208
S12000048,Perth and Kinross,utla,2021-09-05,108322
E06000007,Warrington,utla,2021-09-04,140416
E06000020,Telford and Wrekin,utla,2021-09-04,113496
E06000035,Medway,utla,2021-09-04,168406
E06000057,Northumberland,utla,2021-09-04,234080
E08000013,St. Helens,utla,2021-09-04,119199
E09000010,Enfield,utla,2021-09-04,179205
E09000021,Kingston upon Thames,utla,2021-09-04,109331
E10000003,Cambridgeshire,utla,2021-09-04,456580
E10000025,Oxfordshire,utla,2021-09-04,487467
E10000027,Somerset,utla,2021-09-04,398943
E10000032,West Sussex,utla,2021-09-04,604220
S12000027,Shetland Islands,utla,2021-09-04,16607
S12000033,Aberdeen City,utla,2021-09-04,144761
S12000048,Perth and Kinross,utla,2021-09-04,108061
E06000007,Warrington,utla,2021-09-03,140349
E06000020,Telford and Wrekin,utla,2021-09-03,113345
E06000035,Medway,utla,2021-09-03,167695
E06000057,Northumberland,utla,2021-09-03,233670
E08000013,St. Helens,utla,2021-09-03,119167
E09000010,Enfield,utla,2021-09-03,178952
E09000021,Kingston upon Thames,utla,2021-09-03,109075
E10000003,Cambridgeshire,utla,2021-09-03,454987
E10000025,Oxfordshire,utla,2021-09-03,485447
E10000027,Somerset,utla,2021-09-03,397851
E10000032,West Sussex,utla,2021-09-03,602210
S12000027,Shetland Islands,utla,2021-09-03,16607
S12000033,Aberdeen City,utla,2021-09-03,144248
S12000048,Perth and Kinross,utla,2021-09-03,107771
E06000007,Warrington,utla,2021-09-02,140140
E06000020,Telford and Wrekin,utla,2021-09-02,112723
E06000035,Medway,utla,2021-09-02,167279
E06000057,Northumberland,utla,2021-09-02,233336
E08000013,St. Helens,utla,2021-09-02,119073
E09000010,Enfield,utla,2021-09-02,178682
E09000021,Kingston upon Thames,utla,2021-09-02,108806
E10000003,Cambridgeshire,utla,2021-09-02,453831
E10000025,Oxfordshire,utla,2021-09-02,483783
E10000027,Somerset,utla,2021-09-02,396677
E10000032,West Sussex,utla,2021-09-02,600808
S12000027,Shetland Islands,utla,2021-09-02,16607
S12000033,Aberdeen City,utla,2021-09-02,143634
S12000048,Perth and Kinross,utla,2021-09-02,107562
E06000007,Warrington,utla,2021-09-01,139633
E06000020,Telford and Wrekin,utla,2021-09-01,111976
E06000035,Medway,utla,2021-09-01,166780
E06000057,Northumberland,utla,2021-09-01,232862
E08000013,St. Helens,utla,2021-09-01,118967
E09000010,Enfield,utla,2021-09-01,178487
E09000021,Kingston upon Thames,utla,2021-09-01,108513
E10000003,Cambridgeshire,utla,2021-09-01,452611
E10000025,Oxfordshire,utla,2021-09-01,482316
E10000027,Somerset,utla,2021-09-01,395271
E10000032,West Sussex,utla,2021-09-01,599775
S12000027,Shetland Islands,utla,2021-09-01,16607
S12000033,Aberdeen City,utla,2021-09-01,143012
S12000048,Perth and Kinross,utla,2021-09-01,107322
E06000007,Warrington,utla,2021-08-31,139531
E06000020,Telford and Wrekin,utla,2021-08-31,111375
E06000035,Medway,utla,2021-08-31,166445
E06000057,Northumberland,utla,2021-08-31,232512
E08000013,St. Helens,utla,2021-08-31,118655
E09000010,Enfield,utla,2021-08-31,178099
E09000021,Kingston upon Thames,utla,2021-08-31,108219
E10000003,Cambridgeshire,utla,2021-08-31,451210
E10000025,Oxfordshire,utla,2021-08-31,480197
E10000027,Somerset,utla,2021-08-31,393911
E10000032,West Sussex,utla,2021-08-31,598269
S12000027,Shetland Islands,utla,2021-08-31,16538
S12000033,Aberdeen City,utla,2021-08-31,142401
S12000048,Perth and Kinross,utla,2021-08-31,107125
E06000007,Warrington,utla,2021-08-30,138922
E06000020,Telford and Wrekin,utla,2021-08-30,111238
E06000035,Medway,utla,2021-08-30,165680
E06000057,Northumberland,utla,2021-08-30,232094
E08000013,St. Helens,utla,2021-08-30,118302
E09000010,Enfield,utla,2021-08-30,177797
E09000021,Kingston upon Thames,utla,2021-08-30,107857
E10000003,Cambridgeshire,utla,2021-08-30,449839
E10000025,Oxfordshire,utla,2021-08-30,477927
E10000027,Somerset,utla,2021-08-30,392836
E10000032,West Sussex,utla,2021-08-30,596951
S12000027,Shetland Islands,utla,2021-08-30,16538
S12000033,Aberdeen City,utla,2021-08-30,141890
S12000048,Perth and Kinross,utla,2021-08-30,106821
E06000007,Warrington,utla,2021-08-29,138610
E06000020,Telford and Wrekin,utla,2021-08-29,111206
E06000035,Medway,utla,2021-08-29,165211
E06000057,Northumberland,utla,2021-08-29,232034
E08000013,St. Helens,utla,2021-08-29,117906
E09000010,Enfield,utla,2021-08-29,177749
E09000021,Kingston upon Thames,utla,2021-08-29,107678
E10000003,Cambridgeshire,utla,2021-08-29,448924
E10000025,Oxfordshire,utla,2021-08-29,476997
E10000027,Somerset,utla,2021-08-29,392382
E10000032,West Sussex,utla,2021-08-29,596444
S12000027,Shetland Islands,utla,2021-08-29,16538
S12000033,Aberdeen City,utla,2021-08-29,141402
S12000048,Perth and Kinross,utla,2021-08-29,106577
E06000007,Warrington,utla,2021-08-28,138560
E06000020,Telford and Wrekin,utla,2021-08-28,111160
E06000035,Medway,utla,2021-08-28,164574
E06000057,Northumberland,utla,2021-08-28,231589
E08000013,St. Helens,utla,2021-08-28,117676
E09000010,Enfield,utla,2021-08-28,177504
E09000021,Kingston upon Thames,utla,2021-08-28,107605
E10000003,Cambridgeshire,utla,2021-08-28,448091
E10000025,Oxfordshire,utla,2021-08-28,475626
E10000027,Somerset,utla,2021-08-28,391548
E10000032,West Sussex,utla,2021-08-28,595492
S12000027,Shetland Islands,utla,2021-08-28,16538
S12000033,Aberdeen City,utla,2021-08-28,140972
S12000048,Perth and Kinross,utla,2021-08-28,106205
E06000007,Warrington,utla,2021-08-27,138293
E06000020,Telford and Wrekin,utla,2021-08-27,110782
E06000035,Medway,utla,2021-08-27,163614
E06000057,Northumberland,utla,2021-08-27,231085
E08000013,St. Helens,utla,2021-08-27,117330
E09000010,Enfield,utla,2021-08-27,177156
E09000021,Kingston upon Thames,utla,2021-08-27,107289
E10000003,Cambridgeshire,utla,2021-08-27,446754
E10000025,Oxfordshire,utla,2021-08-27,474346
E10000027,Somerset,utla,2021-08-27,390321
E10000032,West Sussex,utla,2021-08-27,593169
S12000027,Shetland Islands,utla,2021-08-27,16538
S12000033,Aberdeen City,utla,2021-08-27,140450
S12000048,Perth and Kinross,utla,2021-08-27,105853
E06000007,Warrington,utla,2021-08-26,138208
E06000020,Telford and Wrekin,utla,2021-08-26,110441
E06000035,Medway,utla,2021-08-26,162792
E06000057,Northumberland,utla,2021-08-26,230728
E08000013,St. Helens,utla,2021-08-26,117242
E09000010,Enfield,utla,2021-08-26,176698
E09000021,Kingston upon Thames,utla,2021-08-26,106958
E10000003,Cambridgeshire,utla,2021-08-26,445251
E10000025,Oxfordshire,utla,2021-08-26,472094
E10000027,Somerset,utla,2021-08-26,388395
E10000032,West Sussex,utla,2021-08-26,591556
S12000027,Shetland Islands,utla,2021-08-26,16528
S12000033,Aberdeen City,utla,2021-08-26,139856
S12000048,Perth and Kinross,utla,2021-08-26,105546
E06000007,Warrington,utla,2021-08-25,137971
E06000020,Telford and Wrekin,utla,2021-08-25,110004
E06000035,Medway,utla,2021-08-25,162185
E06000057,Northumberland,utla,2021-08-25,230252
E08000013,St. Helens,utla,2021-08-25,117160
E09000010,Enfield,utla,2021-08-25,176349
E09000021,Kingston upon Thames,utla,2021-08-25,106573
E10000003,Cambridgeshire,utla,2021-08-25,443689
E10000025,Oxfordshire,utla,2021-08-25,469918
E10000027,Somerset,utla,2021-08-25,386845
E10000032,West Sussex,utla,2021-08-25,590243
S12000027,Shetland Islands,utla,2021-08-25,16528
S12000033,Aberdeen City,utla,2021-08-25,139200
S12000048,Perth and Kinross,utla,2021-08-25,105205
E06000007,Warrington,utla,2021-08-24,137540
E06000020,Telford and Wrekin,utla,2021-08-24,109410
E06000035,Medway,utla,2021-08-24,161712
E06000057,Northumberland,utla,2021-08-24,229700
E08000013,St. Helens,utla,2021-08-24,116670
E09000010,Enfield,utla,2021-08-24,175895
E09000021,Kingston upon Thames,utla,2021-08-24,106196
E10000003,Cambridgeshire,utla,2021-08-24,441829
E10000025,Oxfordshire,utla,2021-08-24,467362
E10000027,Somerset,utla,2021-08-24,385159
E10000032,West Sussex,utla,2021-08-24,588342
S12000027,Shetland Islands,utla,2021-08-24,16386
S12000033,Aberdeen City,utla,2021-08-24,138722
S12000048,Perth and Kinross,utla,2021-08-24,104787
E06000007,Warrington,utla,2021-08-23,137030
E06000020,Telford and Wrekin,utla,2021-08-23,108672
E06000035,Medway,utla,2021-08-23,161010
E06000057,Northumberland,utla,2021-08-23,229009
E08000013,St. Helens,utla,2021-08-23,116229
E09000010,Enfield,utla,2021-08-23,175554
E09000021,Kingston upon Thames,utla,2021-08-23,105839
E10000003,Cambridgeshire,utla,2021-08-23,439673
E10000025,Oxfordshire,utla,2021-08-23,464662
E10000027,Somerset,utla,2021-08-23,384207
E10000032,West Sussex,utla,2021-08-23,586784
S12000027,Shetland Islands,utla,2021-08-23,16386
S12000033,Aberdeen City,utla,2021-08-23,138090
S12000048,Perth and Kinross,utla,2021-08-23,104232
E06000007,Warrington,utla,2021-08-22,136397
E06000020,Telford and Wrekin,utla,2021-08-22,108303
E06000035,Medway,utla,2021-08-22,160825
E06000057,Northumberland,utla,2021-08-22,228640
E08000013,St. Helens,utla,2021-08-22,115796
E09000010,Enfield,utla,2021-08-22,175063
E09000021,Kingston upon Thames,utla,2021-08-22,105531
E10000003,Cambridgeshire,utla,2021-08-22,437851
E10000025,Oxfordshire,utla,2021-08-22,462270
E10000027,Somerset,utla,2021-08-22,383457
E10000032,West Sussex,utla,2021-08-22,585925
S12000027,Shetland Islands,utla,2021-08-22,16386
S12000033,Aberdeen City,utla,2021-08-22,137280
S12000048,Perth and Kinross,utla,2021-08-22,103741
E06000007,Warrington,utla,2021-08-21,136243
E06000020,Telford and Wrekin,utla,2021-08-21,108274
E06000035,Medway,utla,2021-08-21,160064
E06000057,Northumberland,utla,2021-08-21,228397
E08000013,St. Helens,utla,2021-08-21,115431
E09000010,Enfield,utla,2021-08-21,174627
E09000021,Kingston upon Thames,utla,2021-08-21,105360
E10000003,Cambridgeshire,utla,2021-08-21,436413
E10000025,Oxfordshire,utla,2021-08-21,460505
E10000027,Somerset,utla,2021-08-21,382493
E10000032,West Sussex,utla,2021-08-21,584263
S12000027,Shetland Islands,utla,2021-08-21,16386
S12000033,Aberdeen City,utla,2021-08-21,136378
S12000048,Perth and Kinross,utla,2021-08-21,103216
E06000007,Warrington,utla,2021-08-20,135682
E06000020,Telford and Wrekin,utla,2021-08-20,107957
E06000035,Medway,utla,2021-08-20,159017
E06000057,Northumberland,utla,2021-08-20,227206
E08000013,St. Helens,utla,2021-08-20,115090
E09000010,Enfield,utla,2021-08-20,174062
E09000021,Kingston upon Thames,utla,2021-08-20,104853
E10000003,Cambridgeshire,utla,2021-08-20,434224
E10000025,Oxfordshire,utla,2021-08-20,457844
E10000027,Somerset,utla,2021-08-20,381281
E10000032,West Sussex,utla,2021-08-20,580129
S12000027,Shetland Islands,utla,2021-08-20,16384
S12000033,Aberdeen City,utla,2021-08-20,135499
S12000048,Perth and Kinross,utla,2021-08-20,102638
E06000007,Warrington,utla,2021-08-19,135139
E06000020,Telford and Wrekin,utla,2021-08-19,107379
E06000035,Medway,utla,2021-08-19,158517
E06000057,Northumberland,utla,2021-08-19,226757
E08000013,St. Helens,utla,2021-08-19,114506
E09000010,Enfield,utla,2021-08-19,173555
E09000021,Kingston upon Thames,utla,2021-08-19,104469
E10000003,Cambridgeshire,utla,2021-08-19,432410
E10000025,Oxfordshire,utla,2021-08-19,455165
E10000027,Somerset,utla,2021-08-19,379985
E10000032,West Sussex,utla,2021-08-19,578036
S12000027,Shetland Islands,utla,2021-08-19,16380
S12000033,Aberdeen City,utla,2021-08-19,134468
S12000048,Perth and Kinross,utla,2021-08-19,102194
E06000007,Warrington,utla,2021-08-18,134576
E06000020,Telford and Wrekin,utla,2021-08-18,106813
E06000035,Medway,utla,2021-08-18,157763
E06000057,Northumberland,utla,2021-08-18,226088
E08000013,St. Helens,utla,2021-08-18,114039
E09000010,Enfield,utla,2021-08-18,173129
E09000021,Kingston upon Thames,utla,2021-08-18,104046
E10000003,Cambridgeshire,utla,2021-08-18,430396
E10000025,Oxfordshire,utla,2021-08-18,453421
E10000027,Somerset,utla,2021-08-18,378090
E10000032,West Sussex,utla,2021-08-18,576089
S12000027,Shetland Islands,utla,2021-08-18,16380
S12000033,Aberdeen City,utla,2021-08-18,133314
S12000048,Perth and Kinross,utla,2021-08-18,101801
E06000007,Warrington,utla,2021-08-17,134043
E06000020,Telford and Wrekin,utla,2021-08-17,106468
E06000035,Medway,utla,2021-08-17,157192
E06000057,Northumberland,utla,2021-08-17,225478
E08000013,St. Helens,utla,2021-08-17,113660
E09000010,Enfield,utla,2021-08-17,172499
